"행정구역","2024년12월_계_총인구수","2024년12월_계_연령구간인구수","2024년12월_계_0~9세","2024년12월_계_10~19세","2024년12월_계_20~29세","2024년12월_계_30~39세","2024년12월_계_40~49세","2024년12월_계_50~59세","2024년12월_계_60~69세","2024년12월_계_70~79세","2024년12월_계_80~89세","2024년12월_계_90~99세","2024년12월_계_100세 이상"
"전라남도 진도군 (4690000000)","28,478","28,478","1,196","1,972","2,076","1,855","2,942","4,739","5,808","4,211","3,171","497","11"
"전라남도 진도군 진도읍(4690025000)","10,356","10,356","687","1,054","1,060","1,002","1,405","1,661","1,725","1,023","632","105","2"
"전라남도 진도군 군내면(4690031000)","2,780","2,780","78","161","154","154","255","456","628","476","373","44","1"
"전라남도 진도군 고군면(4690032000)","3,330","3,330","113","226","210","166","331","550","741","537","384","68","4"
"전라남도 진도군 의신면(4690033000)","3,247","3,247","81","126","180","163","266","548","812","568","423","78","2"
"전라남도 진도군 임회면(4690034000)","3,167","3,167","77","140","176","140","230","554","730","585","443","92","0"
"전라남도 진도군 지산면(4690035000)","2,879","2,879","72","117","144","102","196","463","629","588","508","59","1"
"전라남도 진도군 조도면(4690036000)","2,101","2,101","60","111","118","105","192","387","433","329","331","34","1"
"전라남도 진도군 조도면가사출장소(4690036500)","237","237","11","4","13","8","24","43","45","39","40","10","0"
"전라남도 진도군 조도면거차출장소(4690036600)","381","381","17","33","21","15","43","77","65","66","37","7","0"
"전라남도 신안군 (4691000000)","38,173","38,173","1,237","2,054","2,397","2,208","3,874","6,672","8,700","6,102","4,249","664","16"
"전라남도 신안군 지도읍(4691025000)","4,408","4,408","145","230","276","290","431","710","1,037","686","518","84","1"
"전라남도 신안군 지도읍선도출장소(4691025100)","223","223","6","6","7","10","14","40","61","33","39","7","0"
"전라남도 신안군 압해읍(4691025300)","5,577","5,577","151","308","368","353","574","972","1,432","826","505","87","1"
"전라남도 신안군 압해읍매화출장소(4691025400)","243","243","9","5","3","9","21","35","69","57","29","6","0"
"전라남도 신안군 압해읍고이도출장소(4691025500)","208","208","9","9","11","11","19","27","46","47","25","4","0"
"전라남도 신안군 증도면(4691031000)","1,417","1,417","29","47","74","76","137","286","322","211","209","25","1"
"전라남도 신안군 증도면병풍출장소(4691031500)","300","300","8","7","25","13","24","58","72","55","33","5","0"
"전라남도 신안군 임자면(4691032000)","3,219","3,219","129","226","236","169","379","599","655","485","312","26","3"
"전라남도 신안군 자은면(4691033000)","2,267","2,267","68","100","114","108","190","416","567","392","281","31","0"
"전라남도 신안군 비금면(4691034000)","3,619","3,619","118","205","232","185","386","670","804","566","389","62","2"
"전라남도 신안군 도초면(4691035000)","2,372","2,372","85","189","161","132","235","376","489","350","306","49","0"
"전라남도 신안군 도초면우이도출장소(4691035500)","220","220","10","7","11","13","15","49","59","36","12","8","0"
"전라남도 신안군 흑산면(4691036000)","2,067","2,067","59","87","161","151","220","411","404","336","201","33","4"
"전라남도 신안군 흑산면가거도출장소(4691036500)","353","353","3","13","23","33","56","94","68","40","23","0","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","200","200","9","21","12","10","30","34","37","29","15","3","0"
"전라남도 신안군 흑산면홍도출장소(4691036700)","435","435","16","24","33","37","58","110","77","44","31","5","0"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","277","277","7","9","17","11","36","56","69","47","19","5","1"
"전라남도 신안군 하의면(4691037000)","1,611","1,611","36","91","94","70","158","281","345","306","200","30","0"
"전라남도 신안군 신의면(4691038000)","1,475","1,475","41","115","108","106","181","273","291","216","129","14","1"
"전라남도 신안군 장산면(4691039000)","1,473","1,473","42","73","62","76","151","227","338","272","200","32","0"
"전라남도 신안군 안좌면(4691040000)","3,051","3,051","131","154","213","194","305","476","669","482","358","68","1"
"전라남도 신안군 안좌면자라출장소(4691040500)","336","336","20","16","24","34","30","52","78","46","30","6","0"
"전라남도 신안군 팔금면(4691041000)","902","902","19","30","45","34","69","115","217","204","141","28","0"
"전라남도 신안군 암태면(4691042000)","1,920","1,920","87","82","87","83","155","305","494","336","244","46","1"
"경상북도  (4700000000)","2,531,384","2,531,384","140,258","215,753","235,821","255,763","344,000","441,289","457,429","264,989","150,622","24,909","551"
"경상북도 포항시 (4711000000)","491,581","491,581","30,342","45,834","47,560","54,156","72,001","86,262","87,040","46,248","19,317","2,763","58"
"경상북도 포항시 남구 (4711100000)","220,613","220,613","12,635","20,447","21,842","23,336","32,594","38,980","39,317","21,615","8,684","1,140","23"
"경상북도 포항시 남구 구룡포읍(4711125000)","6,629","6,629","76","181","281","299","546","1,096","1,884","1,329","836","99","2"
"경상북도 포항시 남구 연일읍(4711125300)","28,096","28,096","1,417","3,374","2,832","2,285","4,257","5,716","4,986","2,305","806","117","1"
"경상북도 포항시 남구 오천읍(4711125600)","57,405","57,405","4,267","6,168","6,567","7,663","10,213","9,815","7,712","3,357","1,436","203","4"
"경상북도 포항시 남구 대송면(4711131000)","3,102","3,102","50","96","148","218","238","496","945","605","261","45","0"
"경상북도 포항시 남구 동해면(4711132000)","9,234","9,234","350","669","768","831","1,002","1,684","1,963","1,245","634","86","2"
"경상북도 포항시 남구 장기면(4711133000)","3,737","3,737","52","106","109","148","236","579","963","819","610","112","3"
"경상북도 포항시 남구 호미곶면(4711135000)","1,689","1,689","26","52","59","55","127","259","453","375","233","50","0"
"경상북도 포항시 남구 상대동(4711152500)","22,943","22,943","734","1,286","2,495","2,541","2,903","3,854","4,959","3,119","958","91","3"
"경상북도 포항시 남구 해도동(4711154500)","15,994","15,994","396","677","1,238","1,394","1,879","2,760","3,960","2,662","938","87","3"
"경상북도 포항시 남구 송도동(4711155000)","11,214","11,214","260","538","711","797","1,143","1,859","2,947","2,038","830","88","3"
"경상북도 포항시 남구 청림동(4711156000)","4,654","4,654","159","207","633","568","452","706","964","657","282","26","0"
"경상북도 포항시 남구 제철동(4711157000)","2,313","2,313","71","172","261","277","273","427","477","249","90","15","1"
"경상북도 포항시 남구 효곡동(4711158000)","29,450","29,450","3,106","4,315","2,745","3,146","5,626","4,701","3,865","1,615","279","51","1"
"경상북도 포항시 남구 대이동(4711159000)","24,153","24,153","1,671","2,606","2,995","3,114","3,699","5,028","3,239","1,240","491","70","0"
"경상북도 포항시 북구 (4711300000)","270,968","270,968","17,707","25,387","25,718","30,820","39,407","47,282","47,723","24,633","10,633","1,623","35"
"경상북도 포항시 북구 흥해읍(4711325000)","53,661","53,661","4,789","4,724","5,044","8,257","8,030","8,978","8,033","3,675","1,840","287","4"
"경상북도 포항시 북구 신광면(4711331000)","2,746","2,746","41","78","124","97","178","395","818","543","377","93","2"
"경상북도 포항시 북구 청하면(4711332000)","4,440","4,440","49","185","212","204","355","764","1,189","808","575","99","0"
"경상북도 포항시 북구 송라면(4711333000)","2,324","2,324","27","50","108","94","144","370","658","469","343","61","0"
"경상북도 포항시 북구 기계면(4711334000)","4,767","4,767","74","144","188","207","289","728","1,380","960","660","135","2"
"경상북도 포항시 북구 죽장면(4711335000)","2,038","2,038","18","45","31","58","87","319","683","445","300","50","2"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","605","605","0","9","24","12","26","106","220","124","70","13","1"
"경상북도 포항시 북구 기북면(4711336000)","1,292","1,292","10","38","41","34","78","211","384","274","184","36","2"
"경상북도 포항시 북구 중앙동(4711352000)","13,874","13,874","403","655","1,266","1,393","1,575","2,268","2,969","2,175","1,044","123","3"
"경상북도 포항시 북구 양학동(4711363000)","16,547","16,547","911","1,633","1,721","1,671","2,313","3,284","3,125","1,386","441","61","1"
"경상북도 포항시 북구 죽도동(4711365500)","18,760","18,760","543","851","1,968","2,057","2,311","2,999","4,043","2,782","1,081","122","3"
"경상북도 포항시 북구 용흥동(4711366500)","19,981","19,981","883","1,674","1,740","1,680","2,620","3,707","4,193","2,459","897","126","2"
"경상북도 포항시 북구 우창동(4711368000)","31,644","31,644","2,532","3,275","2,852","3,983","4,838","5,566","5,311","2,278","865","141","3"
"경상북도 포항시 북구 두호동(4711369000)","21,360","21,360","1,371","2,046","2,058","2,317","2,835","4,046","4,082","1,892","635","77","1"
"경상북도 포항시 북구 장량동(4711370000)","68,177","68,177","5,453","8,893","7,651","7,901","12,235","12,129","9,155","3,513","1,072","166","9"
"경상북도 포항시 북구 환여동(4711371000)","8,752","8,752","603","1,087","690","855","1,493","1,412","1,480","850","249","33","0"
"경상북도 경주시 (4713000000)","244,769","244,769","12,335","19,096","21,368","22,902","31,353","45,805","46,881","27,553","15,002","2,420","54"
"경상북도 경주시 감포읍(4713025000)","5,163","5,163","91","209","283","284","473","917","1,292","935","597","79","3"
"경상북도 경주시 안강읍(4713025300)","22,506","22,506","636","1,636","1,607","1,440","2,430","4,545","4,986","3,093","1,841","284","8"
"경상북도 경주시 건천읍(4713025600)","10,138","10,138","340","495","646","896","979","1,735","2,333","1,626","930","152","6"
"경상북도 경주시 외동읍(4713025900)","21,567","21,567","1,216","1,089","1,487","2,393","2,755","4,114","4,726","2,350","1,184","246","7"
"경상북도 경주시 문무대왕면(4713031500)","4,066","4,066","146","142","382","457","288","602","899","616","457","75","2"
"경상북도 경주시 양남면(4713032000)","6,369","6,369","214","310","463","459","633","1,289","1,597","839","482","82","1"
"경상북도 경주시 내남면(4713033000)","4,434","4,434","48","182","194","197","294","738","1,207","875","576","121","2"
"경상북도 경주시 산내면(4713034000)","3,173","3,173","34","72","79","109","167","488","1,022","705","431","64","2"
"경상북도 경주시 서면(4713035000)","2,978","2,978","46","121","122","129","204","478","757","650","409","62","0"
"경상북도 경주시 현곡면(4713036000)","21,874","21,874","1,964","2,443","1,913","2,648","3,482","4,081","3,131","1,405","699","104","4"
"경상북도 경주시 강동면(4713037000)","5,925","5,925","113","241","398","322","472","1,183","1,500","992","594","110","0"
"경상북도 경주시 천북면(4713038000)","5,532","5,532","201","279","379","523","606","1,029","1,196","790","457","72","0"
"경상북도 경주시 중부동(4713051500)","4,585","4,585","93","251","384","358","518","751","962","768","433","67","0"
"경상북도 경주시 황오동(4713053000)","5,666","5,666","107","241","433","420","550","989","1,327","995","535","68","1"
"경상북도 경주시 성건동(4713055000)","12,947","12,947","245","625","2,062","1,078","1,276","2,158","2,516","1,973","897","114","3"
"경상북도 경주시 황남동(4713057000)","3,815","3,815","52","144","190","221","331","634","890","736","536","81","0"
"경상북도 경주시 선도동(4713059000)","14,145","14,145","732","1,527","1,580","1,247","2,138","2,875","2,180","1,187","592","86","1"
"경상북도 경주시 월성동(4713060500)","5,445","5,445","208","357","331","368","642","985","1,171","807","498","76","2"
"경상북도 경주시 용강동(4713061500)","25,228","25,228","2,710","2,967","2,188","3,319","4,682","4,314","3,084","1,279","585","98","2"
"경상북도 경주시 황성동(4713062100)","27,197","27,197","1,817","3,360","3,071","2,924","4,279","5,533","3,862","1,567","669","112","3"
"경상북도 경주시 동천동(4713063000)","20,630","20,630","753","1,728","2,379","2,017","2,712","4,287","3,912","1,934","784","121","3"
"경상북도 경주시 불국동(4713065000)","9,744","9,744","536","601","691","986","1,275","1,760","1,940","1,162","675","115","3"
"경상북도 경주시 보덕동(4713066000)","1,642","1,642","33","76","106","107","167","320","391","269","141","31","1"
"경상북도 김천시 (4715000000)","135,446","135,446","7,910","12,009","11,564","13,342","17,696","22,719","24,756","14,945","8,879","1,593","33"
"경상북도 김천시 아포읍(4715025000)","7,563","7,563","267","423","452","594","822","1,475","1,821","1,013","584","110","2"
"경상북도 김천시 농소면(4715031000)","3,105","3,105","93","144","213","209","276","591","705","480","323","71","0"
"경상북도 김천시 남면(4715032000)","2,916","2,916","58","94","138","176","220","504","750","513","362","100","1"
"경상북도 김천시 개령면(4715034000)","2,218","2,218","39","77","92","120","144","348","639","433","263","62","1"
"경상북도 김천시 감문면(4715035000)","3,099","3,099","45","79","98","122","192","486","928","590","438","118","3"
"경상북도 김천시 어모면(4715036000)","3,997","3,997","120","188","237","218","339","708","1,000","672","436","76","3"
"경상북도 김천시 봉산면(4715037000)","2,851","2,851","59","121","117","150","221","469","832","517","313","51","1"
"경상북도 김천시 대항면(4715038000)","3,177","3,177","73","128","173","167","239","565","914","529","321","67","1"
"경상북도 김천시 감천면(4715039000)","1,784","1,784","40","67","75","83","157","316","467","315","216","46","2"
"경상북도 김천시 조마면(4715040000)","2,074","2,074","34","68","84","90","160","330","622","384","250","51","1"
"경상북도 김천시 구성면(4715041000)","2,613","2,613","31","57","90","96","137","413","738","565","397","87","2"
"경상북도 김천시 지례면(4715042000)","1,379","1,379","9","52","43","47","60","205","389","297","232","44","1"
"경상북도 김천시 부항면(4715043000)","1,212","1,212","10","36","40","53","74","178","364","232","194","30","1"
"경상북도 김천시 대덕면(4715044000)","2,144","2,144","32","289","63","85","110","285","560","366","300","54","0"
"경상북도 김천시 증산면(4715045000)","955","955","10","22","22","26","61","157","313","189","136","18","1"
"경상북도 김천시 자산동(4715051600)","5,922","5,922","142","272","447","447","607","939","1,387","1,062","554","65","0"
"경상북도 김천시 평화남산동(4715053600)","6,939","6,939","142","333","633","578","749","1,118","1,516","1,122","665","79","4"
"경상북도 김천시 양금동(4715056500)","3,460","3,460","73","173","203","176","295","579","809","680","418","52","2"
"경상북도 김천시 대신동(4715057500)","23,672","23,672","1,342","2,763","3,200","2,487","3,424","4,388","3,342","1,663","913","147","3"
"경상북도 김천시 대곡동(4715059500)","20,356","20,356","1,255","2,305","1,820","2,028","2,724","3,700","3,472","1,941","950","159","2"
"경상북도 김천시 지좌동(4715061000)","10,568","10,568","630","990","1,119","1,312","1,549","1,907","1,704","879","413","64","1"
"경상북도 김천시 율곡동(4715064000)","23,442","23,442","3,406","3,328","2,205","4,078","5,136","3,058","1,484","503","201","42","1"
"경상북도 안동시 (4717000000)","153,159","153,159","7,862","13,001","15,541","13,942","19,400","25,434","27,561","17,654","10,896","1,833","35"
"경상북도 안동시 풍산읍(4717025000)","7,647","7,647","242","462","553","674","737","1,295","1,565","1,171","799","145","4"
"경상북도 안동시 와룡면(4717031000)","3,737","3,737","52","149","203","146","214","610","992","719","535","116","1"
"경상북도 안동시 북후면(4717032000)","2,760","2,760","33","73","91","116","247","449","716","507","444","82","2"
"경상북도 안동시 서후면(4717033000)","3,658","3,658","53","178","429","205","269","556","876","588","397","105","2"
"경상북도 안동시 풍천면(4717034000)","7,244","7,244","494","379","820","1,308","912","905","1,062","726","528","109","1"
"경상북도 안동시 일직면(4717035000)","2,415","2,415","39","95","71","83","157","356","629","538","376","68","3"
"경상북도 안동시 남후면(4717036000)","1,608","1,608","31","39","51","57","106","222","425","339","284","52","2"
"경상북도 안동시 남선면(4717037000)","1,967","1,967","41","56","117","100","142","353","538","344","236","39","1"
"경상북도 안동시 임하면(4717038000)","2,566","2,566","27","82","111","106","181","448","678","495","362","76","0"
"경상북도 안동시 길안면(4717039000)","2,559","2,559","22","62","76","104","130","395","783","498","417","69","3"
"경상북도 안동시 임동면(4717040000)","1,609","1,609","15","44","53","40","109","242","472","331","270","33","0"
"경상북도 안동시 예안면(4717041000)","1,652","1,652","16","37","53","51","77","231","534","363","256","34","0"
"경상북도 안동시 도산면(4717042000)","1,405","1,405","6","36","43","40","70","213","415","321","225","35","1"
"경상북도 안동시 녹전면(4717043000)","1,601","1,601","20","44","44","49","97","231","460","340","270","46","0"
"경상북도 안동시 중구동(4717051000)","4,768","4,768","156","281","577","440","552","732","827","720","426","56","1"
"경상북도 안동시 명륜동(4717052000)","4,575","4,575","154","346","425","342","563","791","960","598","351","44","1"
"경상북도 안동시 용상동(4717055500)","24,163","24,163","1,688","2,647","3,798","2,655","3,413","3,829","3,096","1,900","981","156","0"
"경상북도 안동시 서구동(4717058500)","8,282","8,282","372","837","774","553","1,124","1,363","1,484","1,064","615","93","3"
"경상북도 안동시 태화동(4717060000)","11,964","11,964","622","850","1,101","1,142","1,661","2,003","2,205","1,496","786","96","2"
"경상북도 안동시 평화동(4717062000)","5,752","5,752","219","442","515","451","740","967","1,125","823","413","56","1"
"경상북도 안동시 안기동(4717063000)","5,792","5,792","218","475","541","461","700","1,072","1,199","736","342","47","1"
"경상북도 안동시 옥동(4717065000)","19,911","19,911","1,328","2,422","2,252","1,939","3,144","3,527","2,981","1,436","760","121","1"
"경상북도 안동시 송하동(4717066000)","15,181","15,181","1,165","1,582","1,658","1,722","2,313","2,714","2,383","1,007","536","99","2"
"경상북도 안동시 강남동(4717069000)","10,343","10,343","849","1,383","1,185","1,158","1,742","1,930","1,156","594","287","56","3"
"경상북도 구미시 (4719000000)","404,820","404,820","30,173","43,884","46,816","58,341","70,586","71,761","52,077","20,050","9,520","1,568","44"
"경상북도 구미시 선산읍(4719025000)","13,557","13,557","541","1,039","937","992","1,598","2,543","3,019","1,668","998","211","11"
"경상북도 구미시 고아읍(4719025300)","39,055","39,055","3,221","3,925","3,702","4,759","5,831","7,949","6,278","2,021","1,130","234","5"
"경상북도 구미시 산동읍(4719025600)","30,662","30,662","5,524","3,982","1,878","7,346","6,930","2,717","1,440","503","281","60","1"
"경상북도 구미시 무을면(4719031000)","1,770","1,770","32","46","63","65","103","263","518","352","260","67","1"
"경상북도 구미시 옥성면(4719032000)","1,617","1,617","14","33","71","72","94","289","449","320","242","32","1"
"경상북도 구미시 도개면(4719033000)","2,032","2,032","19","93","84","75","139","324","566","356","318","58","0"
"경상북도 구미시 해평면(4719034000)","3,655","3,655","40","121","176","168","281","654","966","678","504","67","0"
"경상북도 구미시 장천면(4719036000)","2,781","2,781","44","152","134","143","244","506","708","477","315","56","2"
"경상북도 구미시 송정동(4719051000)","23,372","23,372","1,254","2,114","2,906","3,123","3,458","4,314","3,905","1,666","567","64","1"
"경상북도 구미시 원평동(4719053500)","9,526","9,526","748","553","810","1,701","1,539","1,575","1,476","744","327","53","0"
"경상북도 구미시 도량동(4719055100)","26,938","26,938","1,559","2,957","2,770","2,733","4,155","5,506","4,694","1,739","726","98","1"
"경상북도 구미시 지산동(4719055500)","1,860","1,860","32","71","160","108","167","369","523","296","119","13","2"
"경상북도 구미시 선주원남동(4719056500)","36,752","36,752","2,323","4,661","4,712","4,069","6,359","7,101","5,154","1,661","603","107","2"
"경상북도 구미시 형곡1동(4719058200)","12,721","12,721","636","1,336","1,444","1,253","1,878","2,713","2,204","903","315","38","1"
"경상북도 구미시 형곡2동(4719058300)","15,266","15,266","538","1,388","2,010","1,593","2,028","3,493","2,900","923","344","48","1"
"경상북도 구미시 신평1동(4719059000)","4,606","4,606","218","212","927","796","551","772","646","329","133","21","1"
"경상북도 구미시 신평2동(4719060000)","2,946","2,946","216","197","317","494","395","540","462","200","111","13","1"
"경상북도 구미시 비산동(4719061000)","12,350","12,350","1,322","1,143","1,272","2,322","2,149","2,224","1,379","371","138","29","1"
"경상북도 구미시 광평동(4719063000)","4,071","4,071","172","329","541","574","645","803","622","270","106","8","1"
"경상북도 구미시 상모사곡동(4719064500)","29,348","29,348","1,979","3,333","3,977","3,908","5,216","6,367","3,203","921","392","51","1"
"경상북도 구미시 임오동(4719066000)","17,368","17,368","1,327","2,405","1,906","2,218","3,468","3,518","1,770","500","223","33","0"
"경상북도 구미시 인동동(4719067000)","46,012","46,012","2,879","5,549","5,999","7,390","9,277","7,697","4,738","1,649","725","103","6"
"경상북도 구미시 진미동(4719068000)","16,352","16,352","602","949","3,357","4,628","3,074","2,027","1,121","412","156","26","0"
"경상북도 구미시 양포동(4719069000)","46,194","46,194","4,560","7,002","6,140","6,959","10,261","6,888","2,871","970","465","74","4"
"경상북도 구미시 공단동(4719070000)","4,009","4,009","373","294","523","852","746","609","465","121","22","4","0"
"경상북도 영주시 (4721000000)","98,870","98,870","4,473","8,675","8,560","7,406","11,626","16,985","19,145","12,871","7,805","1,293","31"
"경상북도 영주시 풍기읍(4721025000)","10,413","10,413","322","886","957","598","958","1,633","2,358","1,585","959","153","4"
"경상북도 영주시 이산면(4721031000)","2,183","2,183","31","81","123","98","127","389","636","360","279","59","0"
"경상북도 영주시 평은면(4721032000)","1,377","1,377","9","45","55","36","78","229","356","299","224","45","1"
"경상북도 영주시 문수면(4721033000)","1,875","1,875","40","74","81","116","125","292","504","321","257","61","4"
"경상북도 영주시 장수면(4721034000)","2,007","2,007","38","75","94","105","131","302","522","373","289","74","4"
"경상북도 영주시 안정면(4721035000)","2,784","2,784","61","97","110","141","175","435","718","548","404","93","2"
"경상북도 영주시 봉현면(4721036000)","2,527","2,527","45","106","108","117","204","410","700","511","272","52","2"
"경상북도 영주시 순흥면(4721037000)","1,869","1,869","20","61","80","58","98","301","564","398","251","38","0"
"경상북도 영주시 단산면(4721038000)","1,710","1,710","14","41","76","67","83","270","479","375","259","45","1"
"경상북도 영주시 부석면(4721039000)","2,817","2,817","42","90","75","105","172","410","844","608","405","65","1"
"경상북도 영주시 상망동(4721051000)","7,041","7,041","317","754","600","440","922","1,386","1,215","815","516","72","4"
"경상북도 영주시 하망동(4721052500)","5,791","5,791","258","648","457","371","700","1,044","1,027","775","439","71","1"
"경상북도 영주시 영주1동(4721055000)","3,526","3,526","111","202","258","231","357","590","764","604","369","39","1"
"경상북도 영주시 영주2동(4721056000)","4,549","4,549","141","284","282","268","459","746","1,050","783","469","67","0"
"경상북도 영주시 휴천1동(4721059000)","6,131","6,131","334","803","610","430","814","1,205","880","667","338","49","1"
"경상북도 영주시 휴천2동(4721060000)","9,628","9,628","347","766","1,134","714","1,032","1,636","1,860","1,312","739","86","2"
"경상북도 영주시 휴천3동(4721061000)","7,154","7,154","285","569","642","576","828","1,384","1,441","896","455","77","1"
"경상북도 영주시 가흥1동(4721062000)","15,311","15,311","1,377","2,013","1,783","1,822","2,827","2,497","1,731","807","395","59","0"
"경상북도 영주시 가흥2동(4721063000)","10,177","10,177","681","1,080","1,035","1,113","1,536","1,826","1,496","834","486","88","2"
"경상북도 영천시 (4723000000)","98,143","98,143","4,603","6,126","7,502","8,197","10,903","17,185","20,944","13,576","7,899","1,192","16"
"경상북도 영천시 금호읍(4723025000)","10,240","10,240","310","379","644","677","978","1,930","2,550","1,633","1,020","118","1"
"경상북도 영천시 청통면(4723031000)","3,915","3,915","93","113","192","220","304","644","1,079","751","435","83","1"
"경상북도 영천시 신녕면(4723032000)","3,581","3,581","72","198","154","177","241","539","966","677","479","77","1"
"경상북도 영천시 화산면(4723033000)","2,984","2,984","51","66","108","137","194","482","816","607","452","70","1"
"경상북도 영천시 화북면(4723034000)","2,192","2,192","38","85","62","81","116","370","684","442","250","63","1"
"경상북도 영천시 화남면(4723035000)","3,161","3,161","70","102","115","154","194","527","922","653","371","53","0"
"경상북도 영천시 자양면(4723036000)","1,308","1,308","15","39","53","55","62","240","433","225","153","33","0"
"경상북도 영천시 임고면(4723037000)","4,121","4,121","97","131","194","181","293","677","1,024","896","550","77","1"
"경상북도 영천시 고경면(4723038000)","5,658","5,658","196","230","666","357","492","762","1,319","938","600","98","0"
"경상북도 영천시 북안면(4723039000)","4,318","4,318","57","98","191","186","316","720","1,182","869","606","91","2"
"경상북도 영천시 대창면(4723040000)","2,982","2,982","73","92","128","173","213","499","856","583","312","52","1"
"경상북도 영천시 동부동(4723051000)","26,503","26,503","1,747","2,491","2,555","2,882","3,936","5,041","4,385","2,258","1,048","157","3"
"경상북도 영천시 중앙동(4723052000)","9,054","9,054","597","850","944","917","1,250","1,568","1,506","901","465","56","0"
"경상북도 영천시 서부동(4723053500)","4,432","4,432","111","230","385","322","429","813","976","692","411","61","2"
"경상북도 영천시 완산동(4723054000)","9,909","9,909","895","835","844","1,363","1,447","1,687","1,449","909","430","50","0"
"경상북도 영천시 남부동(4723055500)","3,785","3,785","181","187","267","315","438","686","797","542","317","53","2"
"경상북도 상주시 (4725000000)","91,850","91,850","3,882","7,089","6,299","6,229","9,661","15,102","19,898","13,056","8,913","1,676","45"
"경상북도 상주시 함창읍(4725025000)","6,099","6,099","178","532","290","354","623","912","1,390","998","692","127","3"
"경상북도 상주시 중동면(4725031000)","1,292","1,292","28","51","37","51","83","197","329","284","198","34","0"
"경상북도 상주시 사벌국면(4725032500)","3,604","3,604","71","144","158","176","273","503","916","664","583","114","2"
"경상북도 상주시 낙동면(4725033000)","2,791","2,791","48","135","102","120","165","403","731","505","483","93","6"
"경상북도 상주시 낙동면동부출장소(4725033500)","921","921","20","30","35","35","57","146","268","155","143","31","1"
"경상북도 상주시 청리면(4725034000)","2,378","2,378","34","101","72","91","153","362","622","483","383","76","1"
"경상북도 상주시 공성면(4725035000)","3,815","3,815","52","321","105","147","277","542","999","746","541","82","3"
"경상북도 상주시 외남면(4725036000)","1,512","1,512","25","56","53","53","98","226","429","267","243","61","1"
"경상북도 상주시 내서면(4725037000)","1,789","1,789","32","60","49","59","107","272","576","344","250","40","0"
"경상북도 상주시 모동면(4725038000)","2,511","2,511","57","197","95","117","192","407","723","428","255","40","0"
"경상북도 상주시 모서면(4725039000)","1,625","1,625","31","57","69","64","132","270","464","288","202","47","1"
"경상북도 상주시 모서면서부출장소(4725039500)","707","707","16","31","22","31","47","116","231","101","94","18","0"
"경상북도 상주시 화동면(4725040000)","1,862","1,862","40","93","76","90","146","293","536","320","223","43","2"
"경상북도 상주시 화서면(4725041000)","2,795","2,795","175","166","112","155","243","462","687","417","328","50","0"
"경상북도 상주시 화북면(4725042000)","1,117","1,117","21","57","38","40","83","229","311","184","125","29","0"
"경상북도 상주시 화북면서부출장소(4725042600)","323","323","2","2","12","12","15","46","119","56","47","12","0"
"경상북도 상주시 외서면(4725043000)","2,491","2,491","45","124","78","110","182","418","646","490","327","67","4"
"경상북도 상주시 은척면(4725044000)","1,096","1,096","17","40","27","26","52","133","313","254","192","41","1"
"경상북도 상주시 은척면북부출장소(4725044500)","354","354","5","12","10","7","16","59","87","68","79","11","0"
"경상북도 상주시 공검면(4725045000)","1,995","1,995","31","67","82","80","130","264","502","444","308","86","1"
"경상북도 상주시 이안면(4725046000)","1,937","1,937","45","84","71","66","137","285","450","385","353","58","3"
"경상북도 상주시 화남면(4725047000)","792","792","33","29","32","33","50","119","227","136","111","20","2"
"경상북도 상주시 남원동(4725052000)","11,032","11,032","599","1,182","953","981","1,492","1,920","1,963","1,245","598","97","2"
"경상북도 상주시 북문동(4725053000)","9,139","9,139","597","833","856","912","1,361","1,621","1,603","854","427","74","1"
"경상북도 상주시 계림동(4725054000)","8,845","8,845","714","921","708","954","1,230","1,541","1,365","805","517","86","4"
"경상북도 상주시 동문동(4725055000)","7,429","7,429","391","635","652","607","919","1,382","1,369","860","525","86","3"
"경상북도 상주시 동성동(4725056000)","3,221","3,221","86","261","222","181","351","576","686","517","287","53","1"
"경상북도 상주시 신흥동(4725057000)","8,378","8,378","489","868","1,283","677","1,047","1,398","1,356","758","399","100","3"
"경상북도 문경시 (4728000000)","67,257","67,257","2,924","5,004","4,973","4,655","7,410","11,015","14,420","9,602","6,161","1,063","30"
"경상북도 문경시 문경읍(4728025000)","5,592","5,592","181","346","261","335","498","902","1,369","949","646","102","3"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,068","1,068","18","51","37","39","66","205","327","169","129","27","0"
"경상북도 문경시 가은읍(4728025300)","3,031","3,031","85","132","118","122","216","428","825","549","461","93","2"
"경상북도 문경시 가은읍북부출장소(4728025400)","853","853","14","32","20","36","67","168","266","132","102","15","1"
"경상북도 문경시 영순면(4728031000)","2,271","2,271","46","259","73","86","148","281","563","398","341","75","1"
"경상북도 문경시 산양면(4728032000)","2,909","2,909","57","138","127","127","224","451","719","571","402","90","3"
"경상북도 문경시 호계면(4728033000)","2,283","2,283","40","63","312","117","143","316","561","388","297","46","0"
"경상북도 문경시 산북면(4728034000)","2,569","2,569","50","72","105","87","166","391","712","484","408","91","3"
"경상북도 문경시 동로면(4728035000)","1,916","1,916","66","88","57","86","140","307","582","318","227","44","1"
