"행정구역","2024년12월_계_총인구수","2024년12월_계_연령구간인구수","2024년12월_계_0~9세","2024년12월_계_10~19세","2024년12월_계_20~29세","2024년12월_계_30~39세","2024년12월_계_40~49세","2024년12월_계_50~59세","2024년12월_계_60~69세","2024년12월_계_70~79세","2024년12월_계_80~89세","2024년12월_계_90~99세","2024년12월_계_100세 이상"
"서울특별시 은평구 갈현제1동(1138055100)","14,180","14,180","408","904","2,000","2,056","1,843","2,435","2,373","1,410","662","86","3"
"서울특별시 은평구 갈현제2동(1138055200)","27,308","27,308","927","2,118","3,821","3,595","3,839","4,948","4,259","2,477","1,192","131","1"
"서울특별시 은평구 구산동(1138056000)","31,045","31,045","1,131","2,412","4,002","3,765","4,272","5,676","5,198","2,973","1,443","170","3"
"서울특별시 은평구 대조동(1138057000)","27,248","27,248","823","1,336","4,852","5,209","3,410","4,039","3,756","2,394","1,292","132","5"
"서울특별시 은평구 응암제1동(1138058000)","32,175","32,175","1,972","2,511","4,152","5,118","5,163","5,193","4,142","2,521","1,250","146","7"
"서울특별시 은평구 응암제2동(1138059000)","27,142","27,142","2,542","2,671","2,371","4,038","5,471","4,051","3,092","1,879","901","122","4"
"서울특별시 은평구 응암제3동(1138060000)","23,196","23,196","648","1,195","3,120","3,265","2,953","3,815","3,916","2,627","1,462","190","5"
"서울특별시 은평구 역촌동(1138062500)","43,953","43,953","1,696","3,035","5,578","6,127","6,580","7,525","6,932","4,237","2,020","217","6"
"서울특별시 은평구 신사제1동(1138063100)","26,030","26,030","1,065","1,727","3,414","3,712","3,644","4,447","4,281","2,449","1,154","133","4"
"서울특별시 은평구 신사제2동(1138063200)","18,710","18,710","775","1,299","2,279","2,642","2,639","3,119","3,161","1,835","840","115","6"
"서울특별시 은평구 증산동(1138064000)","15,850","15,850","928","1,143","1,959","2,284","2,214","2,756","2,392","1,435","662","74","3"
"서울특별시 은평구 수색동(1138065000)","21,124","21,124","1,806","1,428","2,567","3,708","3,051","3,637","2,797","1,348","659","122","1"
"서울특별시 은평구 진관동(1138069000)","53,503","53,503","3,067","6,792","6,559","6,042","8,579","9,292","6,942","4,027","1,902","292","9"
"서울특별시 서대문구 (1141000000)","302,853","302,853","16,407","21,711","46,822","44,821","42,811","48,522","41,751","24,415","13,677","1,847","69"
"서울특별시 서대문구 천연동(1141052000)","16,522","16,522","997","1,203","1,890","2,365","2,336","2,872","2,457","1,409","866","124","3"
"서울특별시 서대문구 북아현동(1141055500)","15,385","15,385","1,246","977","1,882","2,808","2,456","2,476","1,945","959","563","71","2"
"서울특별시 서대문구 충현동(1141056500)","19,445","19,445","959","1,250","2,839","3,352","2,740","3,101","2,807","1,455","782","153","7"
"서울특별시 서대문구 신촌동(1141058500)","20,266","20,266","423","897","8,464","3,737","1,877","1,897","1,409","889","581","87","5"
"서울특별시 서대문구 연희동(1141061500)","33,637","33,637","1,163","1,984","7,408","5,350","4,350","4,908","4,107","2,562","1,555","241","9"
"서울특별시 서대문구 홍제제1동(1141062000)","24,558","24,558","1,359","1,665","2,978","3,582","3,456","4,255","3,748","2,181","1,179","151","4"
"서울특별시 서대문구 홍제제3동(1141064000)","17,447","17,447","948","1,063","2,157","2,411","2,233","3,053","2,693","1,713","1,060","113","3"
"서울특별시 서대문구 홍제제2동(1141065500)","12,349","12,349","590","793","1,390","1,847","1,497","2,204","2,146","1,151","646","82","3"
"서울특별시 서대문구 홍은제1동(1141066000)","22,034","22,034","1,199","1,480","2,514","2,981","3,041","3,829","3,639","2,048","1,140","157","6"
"서울특별시 서대문구 홍은제2동(1141068500)","28,175","28,175","1,387","2,128","3,954","3,944","3,880","4,798","4,283","2,356","1,255","180","10"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,671","16,671","1,828","1,915","1,500","2,240","3,374","2,434","1,759","984","560","74","3"
"서울특별시 서대문구 남가좌제2동(1141070000)","28,798","28,798","2,172","2,440","3,945","3,987","4,616","4,522","3,459","2,285","1,209","155","8"
"서울특별시 서대문구 북가좌제1동(1141071000)","17,408","17,408","1,063","1,893","1,804","2,126","2,889","2,977","2,424","1,392","751","86","3"
"서울특별시 서대문구 북가좌제2동(1141072000)","30,158","30,158","1,073","2,023","4,097","4,091","4,066","5,196","4,875","3,031","1,530","173","3"
"서울특별시 마포구 (1144000000)","361,417","361,417","19,399","25,945","57,211","64,467","55,557","56,204","42,906","24,283","13,408","1,990","47"
"서울특별시 마포구 아현동(1144055500)","29,141","29,141","2,899","2,134","3,052","5,920","5,192","4,250","3,280","1,490","793","127","4"
"서울특별시 마포구 공덕동(1144056500)","36,133","36,133","1,745","2,041","5,530","6,550","4,910","6,043","5,020","2,601","1,508","181","4"
"서울특별시 마포구 도화동(1144058500)","20,505","20,505","1,206","1,420","2,486","3,592","2,857","3,276","2,985","1,593","925","164","1"
"서울특별시 마포구 용강동(1144059000)","21,269","21,269","1,788","2,202","1,967","3,405","4,184","3,248","2,315","1,266","742","149","3"
"서울특별시 마포구 대흥동(1144060000)","14,295","14,295","512","864","3,610","2,444","1,894","2,057","1,540","795","501","73","5"
"서울특별시 마포구 염리동(1144061000)","16,836","16,836","1,251","1,737","2,303","2,677","3,145","2,565","1,657","891","540","69","1"
"서울특별시 마포구 신수동(1144063000)","22,161","22,161","1,396","1,771","3,299","3,384","3,416","3,852","2,643","1,464","828","105","3"
"서울특별시 마포구 서강동(1144065500)","24,432","24,432","1,493","1,635","4,674","4,043","3,658","3,771","2,725","1,475","830","128","0"
"서울특별시 마포구 서교동(1144066000)","23,761","23,761","610","976","5,634","5,378","3,359","3,106","2,287","1,462","799","149","1"
"서울특별시 마포구 합정동(1144068000)","16,029","16,029","556","696","2,780","3,690","2,335","2,188","1,921","1,136","622","103","2"
"서울특별시 마포구 망원제1동(1144069000)","18,751","18,751","690","982","2,915","3,576","2,814","2,880","2,442","1,558","800","94","0"
"서울특별시 마포구 망원제2동(1144070000)","17,528","17,528","736","1,311","2,449","2,873","2,757","2,883","2,239","1,439","751","87","3"
"서울특별시 마포구 연남동(1144071000)","14,106","14,106","443","625","2,773","3,011","2,023","1,973","1,607","971","587","87","6"
"서울특별시 마포구 성산제1동(1144072000)","18,524","18,524","635","1,232","2,920","3,385","2,880","3,036","2,281","1,356","711","84","4"
"서울특별시 마포구 성산제2동(1144073000)","38,519","38,519","1,685","2,811","6,596","6,928","5,332","5,928","4,595","2,887","1,527","222","8"
"서울특별시 마포구 상암동(1144074000)","29,427","29,427","1,754","3,508","4,223","3,611","4,801","5,148","3,369","1,899","944","168","2"
"서울특별시 양천구 (1147000000)","430,976","430,976","23,903","46,832","49,788","52,579","70,646","73,856","63,133","34,627","13,475","2,072","65"
"서울특별시 양천구 목1동(1147051000)","30,146","30,146","2,356","5,099","2,825","2,694","6,447","5,146","3,195","1,645","643","92","4"
"서울특별시 양천구 목2동(1147052000)","28,401","28,401","1,226","2,178","4,055","5,084","4,158","4,584","4,192","2,028","783","109","4"
"서울특별시 양천구 목3동(1147053000)","20,934","20,934","1,001","1,235","2,957","3,724","2,892","3,335","3,310","1,687","670","120","3"
"서울특별시 양천구 목4동(1147054000)","24,162","24,162","931","2,911","3,581","2,760","3,617","4,903","3,026","1,653","678","100","2"
"서울특별시 양천구 목5동(1147055000)","40,624","40,624","2,908","7,211","3,802","3,428","8,539","6,715","4,726","2,330","770","190","5"
"서울특별시 양천구 신월1동(1147056000)","18,934","18,934","587","1,074","2,061","2,378","2,565","3,342","3,881","2,145","807","90","4"
"서울특별시 양천구 신월2동(1147057000)","20,561","20,561","1,165","1,710","2,284","2,681","3,143","3,266","3,409","2,096","700","102","5"
"서울특별시 양천구 신월3동(1147058000)","14,039","14,039","587","884","1,536","1,863","1,808","2,489","2,657","1,518","630","66","1"
"서울특별시 양천구 신월4동(1147059000)","17,126","17,126","959","1,537","1,828","2,004","2,664","2,806","2,869","1,706","644","105","4"
"서울특별시 양천구 신월5동(1147060000)","13,887","13,887","636","1,125","1,716","1,947","2,001","2,342","2,336","1,224","491","69","0"
"서울특별시 양천구 신월6동(1147061000)","13,739","13,739","1,319","1,254","1,343","2,205","2,374","2,036","1,824","975","362","43","4"
"서울특별시 양천구 신월7동(1147061100)","18,251","18,251","697","1,030","1,920","2,455","2,346","3,117","3,550","2,054","946","135","1"
"서울특별시 양천구 신정1동(1147062000)","19,584","19,584","1,426","2,958","1,943","1,754","3,904","3,175","2,437","1,372","505","108","2"
"서울특별시 양천구 신정2동(1147063000)","18,576","18,576","985","2,888","1,988","1,580","3,428","3,326","2,484","1,270","528","95","4"
"서울특별시 양천구 신정3동(1147064000)","48,617","48,617","2,810","5,028","5,929","5,778","7,289","9,072","7,053","3,847","1,567","237","7"
"서울특별시 양천구 신정4동(1147065000)","31,419","31,419","1,022","1,895","4,757","4,879","4,389","5,237","4,834","3,092","1,188","121","5"
"서울특별시 양천구 신정6동(1147067000)","23,958","23,958","1,718","3,579","2,497","2,445","4,560","4,096","3,002","1,470","484","103","4"
"서울특별시 양천구 신정7동(1147068000)","28,018","28,018","1,570","3,236","2,766","2,920","4,522","4,869","4,348","2,515","1,079","187","6"
"서울특별시 강서구 (1150000000)","556,171","556,171","28,860","40,759","75,441","96,299","83,837","82,581","80,424","46,217","18,757","2,910","86"
"서울특별시 강서구 염창동(1150051000)","41,191","41,191","3,274","4,347","5,067","7,375","7,167","6,204","4,615","2,214","806","119","3"
"서울특별시 강서구 등촌제1동(1150052000)","24,997","24,997","1,215","1,101","4,459","6,854","3,515","3,061","2,551","1,319","737","176","9"
"서울특별시 강서구 등촌제2동(1150053000)","19,177","19,177","877","1,387","2,619","3,339","2,688","2,939","3,002","1,644","588","90","4"
"서울특별시 강서구 등촌제3동(1150053500)","29,018","29,018","1,368","1,546","3,012","4,607","3,589","4,193","5,650","3,104","1,605","334","10"
"서울특별시 강서구 화곡제1동(1150054000)","49,795","49,795","1,777","2,167","8,398","9,958","7,013","7,146","7,201","4,330","1,601","196","8"
"서울특별시 강서구 화곡제2동(1150055000)","16,843","16,843","739","1,208","2,259","2,592","2,649","2,805","2,514","1,456","560","59","2"
"서울특별시 강서구 화곡제3동(1150056000)","20,744","20,744","886","1,558","2,818","2,965","2,988","3,132","3,401","2,111","775","109","1"
"서울특별시 강서구 화곡제4동(1150057000)","19,204","19,204","706","1,165","2,302","2,790","2,899","3,227","3,279","1,959","782","94","1"
"서울특별시 강서구 화곡본동(1150059000)","32,186","32,186","1,231","2,071","5,171","5,974","4,847","4,831","4,462","2,496","961","134","8"
"서울특별시 강서구 화곡제6동(1150059100)","25,663","25,663","1,361","1,363","4,181","5,047","3,496","3,613","3,756","2,016","707","118","5"
"서울특별시 강서구 화곡제8동(1150059300)","22,750","22,750","779","1,316","3,259","3,621","3,408","3,607","3,539","2,248","882","90","1"
"서울특별시 강서구 가양제1동(1150060300)","33,659","33,659","1,270","1,599","7,526","9,157","4,352","4,028","3,599","1,476","562","85","5"
"서울특별시 강서구 가양제2동(1150060400)","13,185","13,185","417","378","1,201","2,202","1,324","1,517","3,048","2,020","904","172","2"
"서울특별시 강서구 가양제3동(1150060500)","13,713","13,713","578","353","1,172","2,842","1,726","1,759","2,567","1,815","794","106","1"
"서울특별시 강서구 발산제1동(1150061100)","35,157","35,157","2,172","4,696","4,156","3,801","6,073","6,147","4,433","2,472","1,029","173","5"
"서울특별시 강서구 우장산동(1150061500)","43,428","43,428","2,873","5,385","5,058","5,144","7,950","7,239","5,335","3,243","1,057","139","5"
"서울특별시 강서구 공항동(1150062000)","29,463","29,463","2,575","2,368","3,594","4,853","5,195","4,136","3,706","2,023","867","143","3"
"서울특별시 강서구 방화제1동(1150063000)","41,479","41,479","2,851","4,246","4,377","5,793","6,869","6,437","6,098","3,350","1,256","195","7"
"서울특별시 강서구 방화제2동(1150064000)","22,848","22,848","913","1,227","2,941","4,043","2,965","3,341","3,801","2,364","1,090","160","3"
"서울특별시 강서구 방화제3동(1150064100)","21,671","21,671","998","1,278","1,871","3,342","3,124","3,219","3,867","2,557","1,194","218","3"
"서울특별시 구로구 (1153000000)","388,169","388,169","21,066","27,523","48,308","60,988","56,458","61,376","58,921","36,195","15,370","1,911","53"
"서울특별시 구로구 신도림동(1153051000)","36,001","36,001","2,859","3,608","4,097","5,874","6,421","5,449","4,243","2,443","879","124","4"
"서울특별시 구로구 구로제1동(1153052000)","20,398","20,398","1,482","1,865","2,327","3,627","3,409","3,026","2,798","1,305","473","85","1"
"서울특별시 구로구 구로제2동(1153053000)","22,133","22,133","605","1,118","2,646","2,772","2,552","4,136","4,204","2,658","1,300","139","3"
"서울특별시 구로구 구로제3동(1153054000)","22,960","22,960","868","1,269","4,156","4,591","3,637","3,159","2,701","1,714","761","104","0"
"서울특별시 구로구 구로제4동(1153055000)","18,203","18,203","509","843","2,266","2,766","2,228","3,000","3,175","2,199","1,108","106","3"
"서울특별시 구로구 구로제5동(1153056000)","28,993","28,993","1,456","1,333","4,716","5,797","3,814","4,310","3,990","2,404","1,038","133","2"
"서울특별시 구로구 가리봉동(1153059500)","8,737","8,737","168","226","1,540","1,542","852","1,497","1,593","877","384","55","3"
"서울특별시 구로구 고척제1동(1153072000)","26,480","26,480","1,708","1,821","3,155","5,122","3,637","4,020","3,731","2,265","899","118","4"
"서울특별시 구로구 고척제2동(1153073000)","25,420","25,420","1,193","1,945","2,943","3,028","3,374","4,685","4,289","2,604","1,229","125","5"
"서울특별시 구로구 개봉제1동(1153074000)","33,088","33,088","1,885","2,083","3,750","5,157","4,525","5,370","5,535","3,280","1,323","173","7"
"서울특별시 구로구 개봉제2동(1153075000)","29,197","29,197","1,544","1,935","3,095","3,806","4,202","4,721","5,020","3,428","1,298","145","3"
"서울특별시 구로구 개봉제3동(1153076000)","19,304","19,304","794","1,223","2,046","2,465","2,698","3,362","3,523","2,216","875","100","2"
"서울특별시 구로구 오류제1동(1153077000)","22,577","22,577","939","1,060","3,927","4,532","2,955","3,050","3,092","1,991","914","112","5"
"서울특별시 구로구 오류제2동(1153078000)","36,108","36,108","1,840","3,799","3,902","4,307","5,577","5,934","5,307","3,588","1,608","240","6"
"서울특별시 구로구 수궁동(1153079000)","22,399","22,399","1,009","1,764","2,469","2,867","3,203","3,742","3,978","2,276","974","113","4"
"서울특별시 구로구 항동(1153080000)","16,171","16,171","2,207","1,631","1,273","2,735","3,374","1,915","1,742","947","307","39","1"
"서울특별시 금천구 (1154500000)","225,159","225,159","9,026","12,425","33,570","38,518","28,335","36,401","36,880","20,152","8,750","1,067","35"
"서울특별시 금천구 가산동(1154551000)","24,875","24,875","531","584","6,841","6,912","2,823","2,677","2,600","1,334","506","62","5"
"서울특별시 금천구 독산제1동(1154561000)","47,155","47,155","2,742","2,335","8,361","10,720","6,540","6,304","5,787","2,909","1,300","154","3"
"서울특별시 금천구 독산제2동(1154562000)","17,489","17,489","622","961","2,201","2,480","2,071","3,260","3,337","1,771","694","87","5"
"서울특별시 금천구 독산제3동(1154563000)","22,986","22,986","706","1,044","3,221","3,694","2,625","4,005","4,340","2,245","973","130","3"
"서울특별시 금천구 독산제4동(1154564000)","14,153","14,153","413","764","1,704","1,973","1,632","2,741","2,847","1,478","545","56","0"
"서울특별시 금천구 시흥제1동(1154567000)","31,714","31,714","1,255","1,968","4,103","4,879","4,161","5,356","5,352","3,045","1,391","198","6"
